Supplementary Table 10: Top RNA markers of the Level3M WNN clusters (MarkerFinder results),,,,
,,,,
UID,Symbol,Pearson rho,Pearson p-value,Cell State
LRRC47,LRRC47,0.28373868,1.19E-14,ERP-8
CARM1,CARM1,0.283175757,1.35E-14,ERP-8
LDB1,LDB1,0.28293557,1.42E-14,ERP-8
HAT1,HAT1,0.282803934,1.47E-14,ERP-8
ABCC5,ABCC5,0.282286925,1.64E-14,ERP-8
CUL4A,CUL4A,0.281974716,1.76E-14,ERP-8
TMEM14C,TMEM14C,0.28163441,1.90E-14,ERP-8
ORC3,ORC3,0.281269678,2.06E-14,ERP-8
MMADHC,MMADHC,0.280862283,2.25E-14,ERP-8
ACO2,ACO2,0.280828455,2.27E-14,ERP-8
ENOSF1,ENOSF1,0.28043684,2.47E-14,ERP-8
FOPNL,FOPNL,0.279757794,2.87E-14,ERP-8
CDC23,CDC23,0.279361729,3.13E-14,ERP-8
DLAT,DLAT,0.279359689,3.13E-14,ERP-8
KPNA1,KPNA1,0.279300616,3.17E-14,ERP-8
OGFOD1,OGFOD1,0.278198018,4.03E-14,ERP-8
SPRYD7,SPRYD7,0.277675401,4.52E-14,ERP-8
RBX1,RBX1,0.277487715,4.71E-14,ERP-8
TMEM242,TMEM242,0.277487668,4.71E-14,ERP-8
ASH2L,ASH2L,0.27700877,5.22E-14,ERP-8
FN3KRP,FN3KRP,0.276818816,5.44E-14,ERP-8
ASNSD1,ASNSD1,0.276811399,5.45E-14,ERP-8
METTL2B,METTL2B,0.275016514,8.02E-14,ERP-8
EXOSC2,EXOSC2,0.275013698,8.03E-14,ERP-8
SMARCAD1,SMARCAD1,0.275004242,8.04E-14,ERP-8
FAM104B,FAM104B,0.274821881,8.36E-14,ERP-8
PARPBP,PARPBP,0.274808547,8.39E-14,ERP-8
AAGAB,AAGAB,0.274450169,9.06E-14,ERP-8
NR2C2AP,NR2C2AP,0.274063387,9.84E-14,ERP-8
AGPAT5,AGPAT5,0.273828445,1.03E-13,ERP-8
PAICS,PAICS,0.272477064,1.38E-13,ERP-8
VPS26A,VPS26A,0.27217541,1.47E-13,ERP-8
SDHA,SDHA,0.272173246,1.47E-13,ERP-8
SNW1,SNW1,0.269667387,2.50E-13,ERP-8
MTHFD1,MTHFD1,0.269579969,2.54E-13,ERP-8
NIFK,NIFK,0.269290804,2.70E-13,ERP-8
TEX261,TEX261,0.269156924,2.78E-13,ERP-8
SLC31A1,SLC31A1,0.268898204,2.94E-13,ERP-8
VTA1,VTA1,0.266266978,5.08E-13,ERP-8
RAD17,RAD17,0.266127562,5.23E-13,ERP-8
HK1,HK1,0.265702173,5.71E-13,ERP-8
C1orf131,C1orf131,0.265604354,5.82E-13,ERP-8
NUP133,NUP133,0.265172034,6.37E-13,ERP-8
PPIL3,PPIL3,0.26484527,6.81E-13,ERP-8
SUPT16H,SUPT16H,0.264753098,6.94E-13,ERP-8
MITF,MITF,0.264359117,7.53E-13,ERP-8
GMNN,GMNN,0.264326241,7.58E-13,ERP-8
CWC27,CWC27,0.263487668,9.00E-13,ERP-8
THG1L,THG1L,0.263466832,9.04E-13,ERP-8
NME4,NME4,0.262957989,1.00E-12,ERP-8
PEX3,PEX3,0.262434213,1.12E-12,ERP-8
ROGDI,ROGDI,0.262011677,1.22E-12,ERP-8
CDK2,CDK2,0.261910327,1.24E-12,ERP-8
EIF3J,EIF3J,0.261168135,1.44E-12,ERP-8
SRP54,SRP54,0.260519007,1.65E-12,ERP-8
WDR3,WDR3,0.260143996,1.78E-12,ERP-8
EPRS,EPRS,0.259704595,1.94E-12,ERP-8
ALDH18A1,ALDH18A1,0.259579299,1.99E-12,ERP-8
CCDC137,CCDC137,0.2595564,2.00E-12,ERP-8
DDX18,DDX18,0.259344231,2.09E-12,ERP-8
KDM1A,KDM1A,0.259259917,2.12E-12,ERP-8
PRIM1,PRIM1,0.258464488,2.49E-12,ERP-8
UBAP2L,UBAP2L,0.257608426,2.95E-12,ERP-8
NDUFA6,NDUFA6,0.257585988,2.97E-12,ERP-8
MRFAP1L1,MRFAP1L1,0.257516183,3.01E-12,ERP-8
EIF3A,EIF3A,0.257437531,3.06E-12,ERP-8
TMA16,TMA16,0.256921608,3.39E-12,ERP-8
ATPAF1,ATPAF1,0.256389536,3.76E-12,ERP-8
COMMD3,COMMD3,0.256334831,3.81E-12,ERP-8
MND1,MND1,0.25625054,3.87E-12,ERP-8
UBE2V2,UBE2V2,0.255991474,4.07E-12,ERP-8
NDUFA10,NDUFA10,0.255635633,4.37E-12,ERP-8
RARS2,RARS2,0.255480678,4.51E-12,ERP-8
PDAP1,PDAP1,0.25525192,4.72E-12,ERP-8
TSNAX,TSNAX,0.254981219,4.98E-12,ERP-8
UBE2K,UBE2K,0.254299232,5.69E-12,ERP-8
PSMD11,PSMD11,0.254187779,5.82E-12,ERP-8
BTF3L4,BTF3L4,0.253805741,6.27E-12,ERP-8
COA1,COA1,0.253452813,6.72E-12,ERP-8
HSPD1,HSPD1,0.253195027,7.07E-12,ERP-8
KATNBL1,KATNBL1,0.253070139,7.24E-12,ERP-8
KATNA1,KATNA1,0.252970623,7.39E-12,ERP-8
ABCF1,ABCF1,0.25278472,7.66E-12,ERP-8
COPZ1,COPZ1,0.252699019,7.79E-12,ERP-8
U2SURP,U2SURP,0.252356276,8.33E-12,ERP-8
FBXO7,FBXO7,0.252291866,8.43E-12,ERP-8
UFSP2,UFSP2,0.252052752,8.84E-12,ERP-8
MED4,MED4,0.251844696,9.20E-12,ERP-8
CCAR1,CCAR1,0.251813104,9.26E-12,ERP-8
POLR2K,POLR2K,0.251469865,9.90E-12,ERP-8
CCDC47,CCDC47,0.251351536,1.01E-11,ERP-8
HIBADH,HIBADH,0.25090863,1.10E-11,ERP-8
DDX23,DDX23,0.250705314,1.15E-11,ERP-8
STAU1,STAU1,0.250603814,1.17E-11,ERP-8
NOL8,NOL8,0.25039075,1.22E-11,ERP-8
WDR36,WDR36,0.250340255,1.23E-11,ERP-8
PHF7,PHF7,0.250184941,1.27E-11,ERP-8
AQR,AQR,0.249960581,1.33E-11,ERP-8
PTGES3,PTGES3,0.249263214,1.52E-11,ERP-8
FAM45A,FAM45A,0.248473026,1.77E-11,ERP-8
ARMC8,ARMC8,0.247992301,1.94E-11,ERP-8
SPTLC2,SPTLC2,0.247722501,2.04E-11,ERP-8
ZWILCH,ZWILCH,0.246535153,2.56E-11,ERP-8
LBR,LBR,0.246173228,2.74E-11,ERP-8
UBTF,UBTF,0.245890219,2.89E-11,ERP-8
SS18L2,SS18L2,0.24584528,2.92E-11,ERP-8
PPIP5K2,PPIP5K2,0.2453834,3.18E-11,ERP-8
G3BP1,G3BP1,0.244897739,3.49E-11,ERP-8
LYRM7,LYRM7,0.244545259,3.73E-11,ERP-8
GFM1,GFM1,0.243357442,4.66E-11,ERP-8
NOM1,NOM1,0.241813336,6.22E-11,ERP-8
IK,IK,0.241601402,6.47E-11,ERP-8
TONSL,TONSL,0.241161945,7.02E-11,ERP-8
MTAP,MTAP,0.241090183,7.12E-11,ERP-8
TIMM9,TIMM9,0.241070185,7.14E-11,ERP-8
CCHCR1,CCHCR1,0.240098099,8.55E-11,ERP-8
MPHOSPH10,MPHOSPH10,0.239939877,8.81E-11,ERP-8
INIP,INIP,0.239483431,9.58E-11,ERP-8
MCM8,MCM8,0.238760785,1.09E-10,ERP-8
CSNK2A1,CSNK2A1,0.238220949,1.21E-10,ERP-8
HAUS6,HAUS6,0.238181433,1.22E-10,ERP-8
CD82,CD82,0.237754094,1.32E-10,ERP-8
NELFCD,NELFCD,0.236892839,1.54E-10,ERP-8
ESF1,ESF1,0.236401046,1.68E-10,ERP-8
TMEM209,TMEM209,0.236148651,1.76E-10,ERP-8
PFDN4,PFDN4,0.235906463,1.84E-10,ERP-8
FAF2,FAF2,0.235785888,1.88E-10,ERP-8
COG4,COG4,0.235567191,1.96E-10,ERP-8
PMPCB,PMPCB,0.235330381,2.05E-10,ERP-8
ANKRD26,ANKRD26,0.235260967,2.07E-10,ERP-8
MRPS33,MRPS33,0.235176001,2.10E-10,ERP-8
KPNA3,KPNA3,0.235018588,2.16E-10,ERP-8
AIMP1,AIMP1,0.23464235,2.32E-10,ERP-8
FCF1,FCF1,0.23451736,2.37E-10,ERP-8
METTL8,METTL8,0.234306659,2.46E-10,ERP-8
POLR2D,POLR2D,0.233857232,2.67E-10,ERP-8
MPHOSPH6,MPHOSPH6,0.233675122,2.76E-10,ERP-8
HEATR1,HEATR1,0.233256916,2.97E-10,ERP-8
SLC30A9,SLC30A9,0.23303019,3.09E-10,ERP-8
RAP1A,RAP1A,0.232856256,3.19E-10,ERP-8
NUP160,NUP160,0.232714481,3.27E-10,ERP-8
TMEM68,TMEM68,0.232526208,3.39E-10,ERP-8
CTPS1,CTPS1,0.232125529,3.64E-10,ERP-8
RALBP1,RALBP1,0.230855715,4.56E-10,ERP-8
IFT52,IFT52,0.230276087,5.05E-10,ERP-8
ZNF146,ZNF146,0.2291708,6.14E-10,ERP-8
ATP5J2,ATP5J2,0.229101314,6.21E-10,ERP-8
TADA2A,TADA2A,0.229090038,6.23E-10,ERP-8
ABHD10,ABHD10,0.228720043,6.65E-10,ERP-8
DYNC1LI1,DYNC1LI1,0.22829627,7.16E-10,ERP-8
REXO4,REXO4,0.227307413,8.51E-10,ERP-8
HAUS4,HAUS4,0.227004284,8.97E-10,ERP-8
SNAPIN,SNAPIN,0.226837068,9.23E-10,ERP-8
VAPB,VAPB,0.226619807,9.59E-10,ERP-8
TCP1,TCP1,0.226221994,1.03E-09,ERP-8
SLC4A1AP,SLC4A1AP,0.226031359,1.06E-09,ERP-8
DHX32,DHX32,0.225925409,1.08E-09,ERP-8
NSL1,NSL1,0.225153481,1.24E-09,ERP-8
TRUB1,TRUB1,0.224705373,1.34E-09,ERP-8
C8orf88,C8orf88,0.224393984,1.41E-09,ERP-8
TGS1,TGS1,0.224214009,1.45E-09,ERP-8
STYX,STYX,0.223963535,1.52E-09,ERP-8
RPL7L1,RPL7L1,0.223235871,1.72E-09,ERP-8
RPP30,RPP30,0.221350994,2.37E-09,ERP-8
TRMU,TRMU,0.221096131,2.47E-09,ERP-8
GMPS,GMPS,0.220548667,2.71E-09,ERP-8
OARD1,OARD1,0.220131424,2.91E-09,ERP-8
CTPS2,CTPS2,0.219836647,3.06E-09,ERP-8
SMC2,SMC2,0.217890235,4.24E-09,ERP-8
GSKIP,GSKIP,0.216861278,5.03E-09,ERP-8
PSKH1,PSKH1,0.216267122,5.55E-09,ERP-8
HNRNPAB,HNRNPAB,0.216029621,5.77E-09,ERP-8
DLST,DLST,0.215621713,6.18E-09,ERP-8
CWC22,CWC22,0.214701892,7.19E-09,ERP-8
LARP1B,LARP1B,0.214695667,7.19E-09,ERP-8
MTFMT,MTFMT,0.214131782,7.89E-09,ERP-8
INTS7,INTS7,0.212577564,1.02E-08,ERP-8
AFG3L2,AFG3L2,0.211547364,1.20E-08,ERP-8
GHITM,GHITM,0.210844945,1.35E-08,ERP-8
CBWD2,CBWD2,0.209966914,1.55E-08,ERP-8
MAP2K2,MAP2K2,0.209109254,1.78E-08,ERP-8
SERBP1,SERBP1,0.209025826,1.80E-08,ERP-8
CBWD1,CBWD1,0.208295459,2.02E-08,ERP-8
ISY1,ISY1,0.208281519,2.03E-08,ERP-8
MAT2B,MAT2B,0.207061601,2.46E-08,ERP-8
MNAT1,MNAT1,0.206788949,2.57E-08,ERP-8
WBP4,WBP4,0.206629018,2.64E-08,ERP-8
AARSD1,AARSD1,0.205713566,3.05E-08,ERP-8
KIDINS220,KIDINS220,0.204413762,3.73E-08,ERP-8
XPC,XPC,0.204354577,3.77E-08,ERP-8
UQCRQ,UQCRQ,0.203916215,4.03E-08,ERP-8
METTL17,METTL17,0.203861232,4.07E-08,ERP-8
ELOF1,ELOF1,0.202121778,5.33E-08,ERP-8
WDR75,WDR75,0.202085234,5.36E-08,ERP-8
TIMM17A,TIMM17A,0.20050817,6.83E-08,ERP-8
EIF3B,EIF3B,0.200231213,7.12E-08,ERP-8
ZCCHC9,ZCCHC9,0.199667618,7.76E-08,ERP-8
THRAP3,THRAP3,0.199193049,8.34E-08,ERP-8
NBN,NBN,0.199058313,8.51E-08,ERP-8
SNRNP70,SNRNP70,0.197902627,1.01E-07,ERP-8
NFYB,NFYB,0.197775156,1.03E-07,ERP-8
TMEM203,TMEM203,0.196886936,1.18E-07,ERP-8
FAM96A,FAM96A,0.196069387,1.34E-07,ERP-8
TMEM70,TMEM70,0.196016642,1.35E-07,ERP-8
XRCC5,XRCC5,0.19575347,1.40E-07,ERP-8
KLHDC2,KLHDC2,0.195629563,1.43E-07,ERP-8
COIL,COIL,0.194223052,1.76E-07,ERP-8
ATP5I,ATP5I,0.193484513,1.96E-07,ERP-8
ETFDH,ETFDH,0.192957234,2.12E-07,ERP-8
PPHLN1,PPHLN1,0.192300949,2.33E-07,ERP-8
FKBP5,FKBP5,0.191948576,2.46E-07,ERP-8
EDC3,EDC3,0.19169902,2.55E-07,ERP-8
RIOK2,RIOK2,0.189676904,3.42E-07,ERP-8
HCFC1R1,HCFC1R1,0.189448855,3.54E-07,ERP-8
CRIPT,CRIPT,0.189182578,3.67E-07,ERP-8
TCERG1,TCERG1,0.188834194,3.86E-07,ERP-8
MYNN,MYNN,0.188213494,4.22E-07,ERP-8
SPG11,SPG11,0.187933745,4.40E-07,ERP-8
CNOT3,CNOT3,0.183020377,8.81E-07,ERP-8
HNRNPD,HNRNPD,0.182556295,9.39E-07,ERP-8
RABEP1,RABEP1,0.182482448,9.49E-07,ERP-8
MBD1,MBD1,0.181617761,1.07E-06,ERP-8
CAAP1,CAAP1,0.181452797,1.09E-06,ERP-8
ETNK1,ETNK1,0.181145274,1.14E-06,ERP-8
EXOC6,EXOC6,0.181117568,1.15E-06,ERP-8
ETFB,ETFB,0.180850213,1.19E-06,ERP-8
CUL2,CUL2,0.180577631,1.24E-06,ERP-8
CYB5B,CYB5B,0.179976971,1.34E-06,ERP-8
HADHA,HADHA,0.179308372,1.47E-06,ERP-8
UQCC1,UQCC1,0.177530965,1.87E-06,ERP-8
DIS3L,DIS3L,0.177150434,1.97E-06,ERP-8
NDUFA2,NDUFA2,0.175867826,2.34E-06,ERP-8
CAPRIN1,CAPRIN1,0.175617935,2.42E-06,ERP-8
SPTLC1,SPTLC1,0.175517795,2.46E-06,ERP-8
NIPA2,NIPA2,0.174348681,2.87E-06,ERP-8
MED7,MED7,0.173537149,3.20E-06,ERP-8
STX17,STX17,0.173125552,3.37E-06,ERP-8
TRMT61B,TRMT61B,0.171970789,3.93E-06,ERP-8
CUL1,CUL1,0.171876689,3.98E-06,ERP-8
INTS2,INTS2,0.170795633,4.58E-06,ERP-8
ABCB7,ABCB7,0.170392153,4.83E-06,ERP-8
RPS6KB2,RPS6KB2,0.170054878,5.04E-06,ERP-8
UBE4B,UBE4B,0.166967723,7.50E-06,ERP-8
C17orf75,C17orf75,0.16615748,8.32E-06,ERP-8
FUBP1,FUBP1,0.164968438,9.67E-06,ERP-8
MAVS,MAVS,0.164773379,9.91E-06,ERP-8
LAMTOR3,LAMTOR3,0.164203358,1.06E-05,ERP-8
CD46,CD46,0.162777444,1.27E-05,ERP-8
COPB1,COPB1,0.161212866,1.54E-05,ERP-8
NOL11,NOL11,0.160987422,1.59E-05,ERP-8
KARS,KARS,0.149948328,5.90E-05,ERP-8
MAP3K7,MAP3K7,0.146233848,8.99E-05,ERP-8
GTF3C3,GTF3C3,0.139523361,0.000187948,ERP-8
AP5S1,AP5S1,0.136245212,0.000266247,ERP-8
TAF2,TAF2,0.133821969,0.000342729,ERP-8
RASD2,RASD2,0.824107597,1.97E-177,BMCP-2
EPX,EPX,0.809715673,1.61E-166,BMCP-2
PRG2,PRG2,0.763645751,4.83E-137,BMCP-2
EXD3,EXD3,0.73530518,4.59E-122,BMCP-2
CLC,CLC,0.730431552,1.11E-119,BMCP-2
IL5RA,IL5RA,0.6721449,9.49E-95,BMCP-2
OSM,OSM,0.664190916,8.77E-92,BMCP-2
BACE2,BACE2,0.643086878,2.43E-84,BMCP-2
HPGD,HPGD,0.63853272,8.24E-83,BMCP-2
ANGPT2,ANGPT2,0.634509675,1.76E-81,BMCP-2
GALC,GALC,0.631050818,2.37E-80,BMCP-2
TPSAB1,TPSAB1,0.624646525,2.66E-78,BMCP-2
NDFIP2,NDFIP2,0.622411188,1.35E-77,BMCP-2
RHBDD2,RHBDD2,0.596803011,6.49E-70,BMCP-2
CPA3,CPA3,0.585745105,8.32E-67,BMCP-2
NR4A3,NR4A3,0.577108918,1.84E-64,BMCP-2
GATA2,GATA2,0.522644606,3.70E-51,BMCP-2
HOXA5,HOXA5,0.522594496,3.79E-51,BMCP-2
AKR1B1,AKR1B1,0.501997957,1.02E-46,BMCP-2
MS4A3,MS4A3,0.487877852,7.50E-44,BMCP-2
CCND1,CCND1,0.47691166,1.02E-41,BMCP-2
ITM2A,ITM2A,0.43131831,1.27E-33,BMCP-2
ALOX5AP,ALOX5AP,0.428149358,4.19E-33,BMCP-2
GLUL,GLUL,0.422953909,2.88E-32,BMCP-2
SMOX,SMOX,0.405217261,1.63E-29,BMCP-2
SWAP70,SWAP70,0.402416281,4.28E-29,BMCP-2
SEMA4D,SEMA4D,0.381476579,4.41E-26,BMCP-2
CAMLG,CAMLG,0.36905323,2.15E-24,BMCP-2
SATB1,SATB1,0.359115263,4.26E-23,BMCP-2
RNASE2,RNASE2,0.349791686,6.40E-22,BMCP-2
DPP4,DPP4,0.329125923,1.89E-19,BMCP-2
EDEM3,EDEM3,0.32317814,9.01E-19,BMCP-2
SLC7A5,SLC7A5,0.316189762,5.38E-18,BMCP-2
PIGA,PIGA,0.314507121,8.22E-18,BMCP-2
SURF4,SURF4,0.313984564,9.37E-18,BMCP-2
SYNJ1,SYNJ1,0.313735019,9.98E-18,BMCP-2
AKAP17A,AKAP17A,0.305126341,8.30E-17,BMCP-2
NUP54,NUP54,0.294170369,1.11E-15,BMCP-2
ANKRD13D,ANKRD13D,0.290023872,2.89E-15,BMCP-2
GFPT1,GFPT1,0.271571755,1.67E-13,BMCP-2
NT5DC2,NT5DC2,0.261915841,1.24E-12,BMCP-2
WDR59,WDR59,0.240015253,8.69E-11,BMCP-2
RNF114,RNF114,0.229123932,6.19E-10,BMCP-2
PTP4A1,PTP4A1,0.223699392,1.59E-09,BMCP-2
PDPR,PDPR,0.192232918,2.36E-07,BMCP-2
FAM199X,FAM199X,0.169397768,5.49E-06,BMCP-2
FZR1,FZR1,0.168175026,6.43E-06,BMCP-2
MMGT1,MMGT1,0.127548381,0.000646354,BMCP-2
HBG1,HBG1,0.51362858,3.50E-49,Erythroblast-1
TSPAN17,TSPAN17,0.508153677,5.20E-48,Erythroblast-1
KRT13,KRT13,0.49486397,2.97E-45,Erythroblast-1
ADD2,ADD2,0.492958368,7.23E-45,Erythroblast-1
RFESD,RFESD,0.488640475,5.29E-44,Erythroblast-1
TANGO2,TANGO2,0.487564965,8.65E-44,Erythroblast-1
KLF1,KLF1,0.463759576,2.97E-39,Erythroblast-1
RPS6KL1,RPS6KL1,0.458205609,3.02E-38,Erythroblast-1
DECR2,DECR2,0.456416549,6.32E-38,Erythroblast-1
KNSTRN,KNSTRN,0.45612287,7.13E-38,Erythroblast-1
GCLM,GCLM,0.455336623,9.84E-38,Erythroblast-1
SLC25A21,SLC25A21,0.455087943,1.09E-37,Erythroblast-1
RANBP10,RANBP10,0.435051646,3.06E-34,Erythroblast-1
PPME1,PPME1,0.427422942,5.49E-33,Erythroblast-1
HBG2,HBG2,0.421540869,4.84E-32,Erythroblast-1
ST6GALNAC1,ST6GALNAC1,0.413246864,9.69E-31,Erythroblast-1
METAP2,METAP2,0.409752952,3.34E-30,Erythroblast-1
PBK,PBK,0.406455401,1.06E-29,Erythroblast-1
CAPRIN2,CAPRIN2,0.401959163,5.00E-29,Erythroblast-1
HEBP1,HEBP1,0.39218184,1.35E-27,Erythroblast-1
CHAC2,CHAC2,0.390214231,2.59E-27,Erythroblast-1
DEPDC1,DEPDC1,0.385822524,1.09E-26,Erythroblast-1
RFXAP,RFXAP,0.382739435,2.94E-26,Erythroblast-1
PFKM,PFKM,0.381417502,4.50E-26,Erythroblast-1
HSBP1L1,HSBP1L1,0.380692674,5.67E-26,Erythroblast-1
ORC2,ORC2,0.376983068,1.83E-25,Erythroblast-1
CDC20,CDC20,0.376962218,1.85E-25,Erythroblast-1
GAS2L3,GAS2L3,0.376018087,2.48E-25,Erythroblast-1
FN3K,FN3K,0.372948088,6.47E-25,Erythroblast-1
VRK2,VRK2,0.366706229,4.39E-24,Erythroblast-1
LBH,LBH,0.357385783,7.10E-23,Erythroblast-1
ARHGEF39,ARHGEF39,0.357289356,7.30E-23,Erythroblast-1
FBXO18,FBXO18,0.355160789,1.36E-22,Erythroblast-1
TBC1D7,TBC1D7,0.346705819,1.54E-21,Erythroblast-1
ATPAF2,ATPAF2,0.341529452,6.56E-21,Erythroblast-1
ATF1,ATF1,0.331842914,9.19E-20,Erythroblast-1
CENPP,CENPP,0.328397312,2.30E-19,Erythroblast-1
ERI1,ERI1,0.321537328,1.38E-18,Erythroblast-1
LRRCC1,LRRCC1,0.321537287,1.38E-18,Erythroblast-1
TXNRD2,TXNRD2,0.320289,1.90E-18,Erythroblast-1
RRS1,RRS1,0.317657833,3.71E-18,Erythroblast-1
MED8,MED8,0.317432956,3.93E-18,Erythroblast-1
MED11,MED11,0.313807041,9.80E-18,Erythroblast-1
USP14,USP14,0.313441738,1.07E-17,Erythroblast-1
NEK1,NEK1,0.309734611,2.69E-17,Erythroblast-1
C1orf109,C1orf109,0.308156216,3.97E-17,Erythroblast-1
KIAA1586,KIAA1586,0.301055703,2.21E-16,Erythroblast-1
TBPL1,TBPL1,0.299358193,3.30E-16,Erythroblast-1
UBE2O,UBE2O,0.299202804,3.43E-16,Erythroblast-1
EYA3,EYA3,0.291337006,2.14E-15,Erythroblast-1
GCLC,GCLC,0.288602677,3.99E-15,Erythroblast-1
EIF2S2,EIF2S2,0.28769823,4.90E-15,Erythroblast-1
FAM122A,FAM122A,0.287094468,5.62E-15,Erythroblast-1
BORA,BORA,0.286657348,6.20E-15,Erythroblast-1
ZUFSP,ZUFSP,0.28598946,7.20E-15,Erythroblast-1
EXOC5,EXOC5,0.284866609,9.27E-15,Erythroblast-1
RRP15,RRP15,0.277336942,4.86E-14,Erythroblast-1
MORC3,MORC3,0.274790229,8.42E-14,Erythroblast-1
NARF,NARF,0.274716102,8.56E-14,Erythroblast-1
USP32,USP32,0.274090064,9.78E-14,Erythroblast-1
SLC9B2,SLC9B2,0.271877256,1.57E-13,Erythroblast-1
TRMT1L,TRMT1L,0.266351048,4.99E-13,Erythroblast-1
CEP250,CEP250,0.265673745,5.74E-13,Erythroblast-1
SCAF1,SCAF1,0.261248419,1.42E-12,Erythroblast-1
ARNT,ARNT,0.256261492,3.86E-12,Erythroblast-1
LARP4,LARP4,0.255713287,4.31E-12,Erythroblast-1
NUPL2,NUPL2,0.254980109,4.98E-12,Erythroblast-1
SCRN3,SCRN3,0.253051665,7.27E-12,Erythroblast-1
XPNPEP3,XPNPEP3,0.252761921,7.69E-12,Erythroblast-1
RHOT1,RHOT1,0.249018702,1.59E-11,Erythroblast-1
USP15,USP15,0.244366946,3.86E-11,Erythroblast-1
ABCA7,ABCA7,0.241243663,6.92E-11,Erythroblast-1
KNOP1,KNOP1,0.237184585,1.46E-10,Erythroblast-1
PLAGL2,PLAGL2,0.231168079,4.31E-10,Erythroblast-1
PSMD5,PSMD5,0.230988508,4.45E-10,Erythroblast-1
LIN7C,LIN7C,0.228148723,7.35E-10,Erythroblast-1
CCAR2,CCAR2,0.225885207,1.09E-09,Erythroblast-1
RPS6KA1,RPS6KA1,0.224436325,1.40E-09,Erythroblast-1
UBR1,UBR1,0.219999321,2.98E-09,Erythroblast-1
LMO2,LMO2,0.215752727,6.04E-09,Erythroblast-1
PDIK1L,PDIK1L,0.211826593,1.15E-08,Erythroblast-1
IFI27,IFI27,0.205600051,3.10E-08,Erythroblast-1
UBXN6,UBXN6,0.204103725,3.92E-08,Erythroblast-1
KIAA1143,KIAA1143,0.203597528,4.24E-08,Erythroblast-1
TCEA1,TCEA1,0.202289329,5.19E-08,Erythroblast-1
WRN,WRN,0.200878422,6.45E-08,Erythroblast-1
MAN2A2,MAN2A2,0.200681511,6.65E-08,Erythroblast-1
ZMYND8,ZMYND8,0.198685609,9.01E-08,Erythroblast-1
GLYR1,GLYR1,0.190855031,2.88E-07,Erythroblast-1
METTL4,METTL4,0.185197472,6.49E-07,Erythroblast-1
DCUN1D1,DCUN1D1,0.176594057,2.13E-06,Erythroblast-1
TRIM37,TRIM37,0.174139127,2.95E-06,Erythroblast-1
CCDC106,CCDC106,0.167685414,6.85E-06,Erythroblast-1
APC,APC,0.138176989,0.00021705,Erythroblast-1
CA3,CA3,0.715889692,7.12E-113,Erythroblast-2
ATP1B2,ATP1B2,0.700101341,5.95E-106,Erythroblast-2
TAC3,TAC3,0.693762243,2.68E-103,Erythroblast-2
AQP1,AQP1,0.685874995,4.30E-100,Erythroblast-2
PAQR9,PAQR9,0.674733048,9.82E-96,Erythroblast-2
GYPB,GYPB,0.670179261,5.23E-94,Erythroblast-2
CCNE1,CCNE1,0.66269711,3.09E-91,Erythroblast-2
SLC22A16,SLC22A16,0.65953632,4.33E-90,Erythroblast-2
RHCE,RHCE,0.654496496,2.73E-88,Erythroblast-2
CTSE,CTSE,0.640873052,1.36E-83,Erythroblast-2
CPOX,CPOX,0.629541595,7.28E-80,Erythroblast-2
ERMAP,ERMAP,0.629142745,9.78E-80,Erythroblast-2
MYL4,MYL4,0.620710723,4.60E-77,Erythroblast-2
CR1L,CR1L,0.608773304,2.03E-73,Erythroblast-2
SEC14L4,SEC14L4,0.589864714,5.97E-68,Erythroblast-2
ABCB10,ABCB10,0.585418484,1.02E-66,Erythroblast-2
DPF3,DPF3,0.570135078,1.29E-62,Erythroblast-2
TUBG1,TUBG1,0.556323868,4.30E-59,Erythroblast-2
CA2,CA2,0.553679259,1.95E-58,Erythroblast-2
PIK3R2,PIK3R2,0.549226037,2.41E-57,Erythroblast-2
SLC22A4,SLC22A4,0.547323298,6.96E-57,Erythroblast-2
SNX22,SNX22,0.546192422,1.30E-56,Erythroblast-2
AK1,AK1,0.540329364,3.26E-55,Erythroblast-2
ANKLE1,ANKLE1,0.539409652,5.37E-55,Erythroblast-2
HMBS,HMBS,0.530801918,5.34E-53,Erythroblast-2
MFHAS1,MFHAS1,0.530652353,5.78E-53,Erythroblast-2
HIST1H4B,HIST1H4B,0.529816923,8.96E-53,Erythroblast-2
PLEKHH3,PLEKHH3,0.526019635,6.49E-52,Erythroblast-2
AMMECR1,AMMECR1,0.524019329,1.82E-51,Erythroblast-2
PIGQ,PIGQ,0.522594305,3.79E-51,Erythroblast-2
C5orf30,C5orf30,0.5212027,7.72E-51,Erythroblast-2
PITX1,PITX1,0.519647386,1.70E-50,Erythroblast-2
KEL,KEL,0.517743168,4.46E-50,Erythroblast-2
TMEM56,TMEM56,0.514574783,2.19E-49,Erythroblast-2
RRM2,RRM2,0.514172419,2.67E-49,Erythroblast-2
TNXB,TNXB,0.514124151,2.74E-49,Erythroblast-2
ARHGAP23,ARHGAP23,0.508054309,5.46E-48,Erythroblast-2
HIST3H2BB,HIST3H2BB,0.507828924,6.09E-48,Erythroblast-2
RNF123,RNF123,0.50300118,6.30E-47,Erythroblast-2
DNAJA4,DNAJA4,0.501727069,1.16E-46,Erythroblast-2
RHAG,RHAG,0.492120095,1.07E-44,Erythroblast-2
SELENBP1,SELENBP1,0.490287256,2.48E-44,Erythroblast-2
